country,country_code,year,gdp_per_capita,gni_per_capita,health_expenditure,population,mortality_rate
"Congo, Rep.",COG,2021,2516.16255145432,2040,3.46133351,5892183,7809
Costa Rica,CRI,2021,12838.1185358931,12630,7.61130476,5059988,542
Cote d'Ivoire,CIV,2021,2455.98127641148,2300,3.76207662,29639736,68531
Croatia,HRV,2021,17788.7865816658,17420,8.08265686,3878981,161
Curacao,CUW,2021,17795.5826616182,17950,,153948,
Cyprus,CYP,2021,32937.83984375,29570,8.87445068,1317309,53
Czechia,CZE,2021,27696.4619527544,25500,9.15420723,10505772,312
Denmark,DNK,2021,69340.7334922138,69810,10.65575886,5856733,232
Djibouti,DJI,2021,3025.91126413549,2990,2.87128091,1121248,1280
Dominica,DMA,2021,8376.40414141113,8660,6.31142521,67202,26
Dominican Republic,DOM,2021,8527.0754858205,8160,5.08839989,11123476,6843
Early-demographic dividend,EAR,2021,3698.98363187847,3580.83830618234,5.07850443515042,3432026092,2195937
East Asia & Pacific,EAS,2021,13336.4841670883,13027.5521317931,6.81190699632959,2375117716,345130
East Asia & Pacific (IDA & IBRD countries),TEA,2021,10086.4176067356,9603.33863861161,5.15136897441315,2102350702,334626
East Asia & Pacific (excluding high income),EAP,2021,9974.57829690175,9496.8155410502,5.15121923765407,2128553744,340691
Ecuador,ECU,2021,6061.32350181711,6100,8.37526226,17682454,3812
"Egypt, Arab Rep.",EGY,2021,3827.35415374308,3470,4.60955143,110957008,57078
El Salvador,SLV,2021,4642.60743101342,4380,10.12668991,6255782,1142
Equatorial Guinea,GNQ,2021,6945.63069794539,4820,3.5103004,1758786,3983
Estonia,EST,2021,27951.1659277744,26490,7.47591066,1330932,31
Eswatini,SWZ,2021,3984.00229174306,3620,7.40552139,1206593,1436
Ethiopia,ETH,2021,893.00983544905,880,3.20779967,122138588,275537
Euro area,EMU,2021,42984.5697414154,42462.2156348894,11.1751704049259,347207191,11368
Europe & Central Asia,ECS,2021,27664.8914080918,26945.8353959856,10.3759981961614,924381062,83626
Europe & Central Asia (IDA & IBRD countries),TEC,2021,10014.5108823837,9533.97028275172,6.44819921431963,463104389,67663
Europe & Central Asia (excluding high income),ECA,2021,6673.97429035651,6472.2697759003,5.66989678345193,251867727,56175
European Union,EUU,2021,39206.9791776084,38569.3121430615,10.8123297427516,446227358,15716
Faroe Islands,FRO,2021,69415.1853254579,70040,,53296,
Fiji,FJI,2021,4536.73312110335,4380,7.06084681,916711,488
Finland,FIN,2021,53099.1351400148,52810,9.90969753,5541017,113
Fragile and conflict affected situations,FCS,2021,1711.40128929758,1676.65614330222,4.95791125739415,1016906998,2533077
France,FRA,2021,43725.0999521245,44300,12.24894238,67842811,2995
French Polynesia,PYF,2021,21426.3854449835,23460,,279792,
Gabon,GAB,2021,8181.40914134656,7000,2.79254127,2376722,2439
"Gambia, The",GMB,2021,781.890925169531,760,3.74321485,2576010,3713
Georgia,GEO,2021,5083.60695484577,4760,10.53835487,3708610,457
Germany,DEU,2021,52349.2459994422,52850,12.72403336,83196078,2900
Ghana,GHA,2021,2445.18662529344,2300,3.86030865,32518665,35114
Greece,GRC,2021,20654.7001960815,20350,9.03178692,10569207,344
Greenland,GRL,2021,58135.9939910203,,,56653,
Grenada,GRD,2021,9617.28902905373,8890,5.27963448,116688,27
Guam,GUM,2021,38074.8793745801,,,163730,
Guatemala,GTM,2021,4912.62240414681,4800,7.35698891,17598650,8679
Guinea,GIN,2021,1244.96550477914,1120,3.7175858,13710513,46943
Guinea-Bissau,GNB,2021,926.780921081233,910,8.39794922,2058841,4660
Guyana,GUY,2021,9860.87014834386,7810,4.64326477,815482,474
Haiti,HTI,2021,1841.33189337222,1450,3.57739854,11374586,15145
Heavily indebted poor countries (HIPC),HPC,2021,1061.41414950431,1005.42741040721,4.96292259537178,870930036,2064430
High income,,2021,9918.69947746711,9478.53788089551,5.72215945933347,2796004294,453294
Honduras,HND,2021,2735.14751503977,2440,9.27311516,10289877,3802
"Hong Kong SAR, China",HKG,2021,49770.5642374739,54380,,7413100,
Hungary,HUN,2021,19030.628130329,18070,7.33524847,9630932,369
IBRD only,IBD,2021,7314.52836425795,6989.79517376854,5.63550794814237,4905212516,1441795
IDA & IBRD total,IBT,2021,5754.24675079938,5513.57068791016,5.52462355898758,6732651035,5168105
IDA blend,IDB,2021,2142.31172674601,2127.76806534773,3.94657669263054,639196319,1523995
IDA only,IDX,2021,1256.19296430735,1240.87085343556,4.27636962214181,1188242200,2202315
IDA total,IDA,2021,1566.13709936781,1551.08727236923,4.11653383028117,1827438519,3726310
Iceland,ISL,2021,70425.4064277273,66970,9.72073746,372520,13
India,IND,2021,2239.61384367482,2170,3.34680939,1414203896,730705
Indonesia,IDN,2021,4287.17313995098,4130,3.70634937,276758053,90860
"Iran, Islamic Rep.",IRN,2021,4605.14881318992,4110,4.85886621,88455488,15520
Iraq,IRQ,2021,4868.49431080783,4740,5.14179993,43071211,27159
Ireland,IRL,2021,103783.446284479,74070,6.44113493,5110585,210
Isle of Man,IMN,2021,94299.969348965,76440,,84106,
Israel,ISR,2021,52270.9040241956,49680,7.83961058,9371400,605
Italy,ITA,2021,36852.5425414951,36760,9.28164482,59133173,1188
Jamaica,JAM,2021,5625.67806271236,5690,8.00261688,2837682,632
Japan,JPN,2021,40094.5599795288,43710,12.08108234,125681593,2014
Jordan,JOR,2021,4183.49998326866,4240,7.69733906,11066356,3328
Kazakhstan,KAZ,2021,9983.60103576902,8540,3.98701859,19743603,4406
Kenya,KEN,2021,2061.35622089594,2070,4.56992722,53219166,59936
Kiribati,KIR,2021,2222.04819501897,3150,11.83228588,128377,196
"Korea, Rep.",KOR,2021,37518.4635305697,37450,8.34412766,51769539,818
Kosovo,XKX,2021,5270.43236861018,5130,,1786079,217
Kuwait,KWT,2021,34018.6342592913,35990,5.37273169,4360865,428
Kyrgyz Republic,KGZ,2021,1349.99730650542,1270,5.35275602,6851224,2740
Lao PDR,LAO,2021,2526.05105018529,2500,2.74392009,7453194,5478
Late-demographic dividend,LTE,2021,11759.7974990154,11149.3642744758,5.82764876402411,2320127638,229144
Latin America & Caribbean,LCN,2021,8291.07156305024,7981.79286629945,8.30086541481329,649236072,157034
Latin America & Caribbean (excluding high income),LAC,2021,7970.6164425206,7765.44476204419,8.26241474624554,581884231,142179
Latin America & the Caribbean (IDA & IBRD countries),TLA,2021,8075.78816650564,7860.67892697172,8.30442904249678,633862610,156199
Latvia,LVA,2021,20261.8887788916,19310,9.4105072,1884490,60
Least developed countries: UN classification,LDC,2021,1175.55718251136,1155.41413938529,3.91714309031019,1109175268,2208284
Lebanon,LBN,2021,4045.37391066234,4770,4.40006208,5718122,1524
Lesotho,LSO,2021,1066.58645143823,1190,10.66165733,2261542,3607
Liberia,LBR,2021,667.96610514319,630,13.27175999,5259323,14362
Libya,LBY,2021,4935.82787349801,6950,6.05457449,7135175,1422
Liechtenstein,LIE,2021,201944.830335076,,5.38460207,39182,
Lithuania,LTU,2021,23870.4594851722,22050,7.73210812,2808380,89
Low & middle income,LMY,2021,5524.24398933119,5302.33816917503,5.36581576426284,6378323939,4875242
Luxembourg,LUX,2021,134965.815442152,86850,5.60806084,640064,15
"Macao SAR, China",MAC,2021,44884.8961602393,46330,,682500,
Madagascar,MDG,2021,483.469463351195,470,3.55335546,29691083,61843
Malawi,MWI,2021,617.446994451007,600,7.5164628,20047258,31530
Malaysia,MYS,2021,10903.1037480772,10520,4.37438345,34282399,3657
Maldives,MDV,2021,10176.143882547,9350,8.85169506,516154,39
Mali,MLI,2021,1027.27345365357,960,3.54318666,22388630,73611
Malta,MLT,2021,38096.8360735119,32440,9.52782059,518150,25
Marshall Islands,MHL,2021,6315.31279603534,6720,12.49257088,41367,29
Mauritania,MRT,2021,1947.78918383313,1810,3.78022528,4734874,6657
Mauritius,MUS,2021,9177.71195973013,10890,6.6160841,1266334,207
Mexico,MEX,2021,10314.0506722115,9880,5.87678003,127648148,29733
"Micronesia, Fed. Sts.",FSM,2021,3508.22314197664,4040,11.37430477,111624,62
"Middle East, North Africa, Afghanistan & Pakistan",MEA,2021,5615.91186098726,5386.93100893881,5.43185095763575,767578451,712837
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,2021,2746.96809945183,2624.57528563681,4.8104799620377,699536053,704399
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,2021,2753.47858029524,2636.04552340499,4.8635178491356,704458802,706542
Middle income,MIC,2021,6007.32308658146,5766.22541610974,5.36285367228054,5802247321,3427836
Moldova,MDA,2021,5274.60582195352,5270,7.7490406,2595809,575
Monaco,MCO,2021,223823.363960226,,3.67494631,38527,1
Mongolia,MNG,2021,4517.61578018785,3690,7.21042728,3383741,1034
Montenegro,MNE,2021,9317.15520065156,9210,10.55253506,625053,20
Morocco,MAR,2021,3785.93627929688,3630,5.45314503,36954442,11425
Mozambique,MOZ,2021,509.907829475551,490,8.64841366,31707800,77329
Myanmar,MMR,2021,1242.7213439951,1240,5.53530645,53387102,37462
Namibia,NAM,2021,4412.8355693052,4140,10.19644737,2810548,3250
Nauru,NRU,2021,14979.099896799,19460,10.85399055,11709,3
Nepal,NPL,2021,1252.75076731986,1250,5.53498316,29475010,16446
Netherlands,NLD,2021,60141.9880911492,59560,11.13498974,17533044,701
New Caledonia,NCL,2021,35311.5543551452,35420,,285214,
New Zealand,NZL,2021,49950.4251691316,45800,9.55072403,5084600,293
Nicaragua,NIC,2021,2138.38588469449,2060,9.54984856,6644741,1896
Niger,NER,2021,608.722439593808,600,5.81452751,24502140,117437
Nigeria,NGA,2021,2787.48779224428,2860,4.07625723,218529286,850762
North America,NAC,2021,68424.560031595,69395.6097837059,16.955302601912,370404272,25725
North Macedonia,MKD,2021,7620.80296977508,7050,8.41851234,1837114,101
Northern Mariana Islands,MNP,2021,19455.50139424,,,46979,
Norway,NOR,2021,93072.8925119571,81770,9.8142643,5408320,130
OECD members,OED,2021,43027.7494275706,43126.8643739301,13.3255717829231,1371785073,101224
Oman,OMN,2021,19403.4600160211,17910,4.34468651,4500424,895
Other small states,OSS,2021,13717.0894877353,12928.5803679641,7.72901355543415,12541889,6199
Pacific island small states,PSS,2021,3600.81254375167,3727.98133895146,7.27624644630544,2625493,1526
Pakistan,PAK,2021,1455.31922370186,1420,2.99015832,239477801,413136
Palau,PLW,2021,13009.2481630213,13770,14.55276012,17783,5
Panama,PAN,2021,15509.8069124139,14920,9.13571072,4345405,1099
Papua New Guinea,PNG,2021,2607.57861874444,2370,2.33994722,10012896,10989
Paraguay,PRY,2021,5976.93179789949,5740,8.03277016,6684182,2495
Peru,PER,2021,6826.20255614477,6550,6.67309427,33155882,7669
Philippines,PHL,2021,3484.38593882819,3570,5.97500563,113100950,53060
Poland,POL,2021,18635.5104895754,17470,6.3654809,36981559,1539
Portugal,PRT,2021,24711.4510062111,23980,11.22031498,10361831,269
Post-demographic dividend,PST,2021,49855.2269396596,50140.1323406413,13.8015877871673,1116582773,49784
Pre-demographic dividend,PRE,2021,1594.14229813292,1556.83949761636,4.48023690812362,1024960313,2754305
Puerto Rico (US),PRI,2021,32619.0704601174,22580,,3262711,
Qatar,QAT,2021,71751.9363398856,66970,2.8927927,2504910,170
Romania,ROU,2021,14907.9803652143,14180,6.45246983,19122059,1235
Russian Federation,RUS,2021,12425.029296875,11710,7.0299139,144746762,8179
Rwanda,RWA,2021,829.544845263697,840,6.23147202,13355260,15818
Samoa,WSM,2021,4021.55934894283,3990,7.19651461,213779,94
San Marino,SMR,2021,54176.4798021628,48160,7.51272249,34252,0
Sao Tome and Principe,STP,2021,2362.58827248102,2220,7.85889721,221961,96
Saudi Arabia,SAU,2021,31920.7653655643,30480,5.93033648,30784383,3479
Senegal,SEN,2021,1598.10676952274,1530,4.44256258,17220867,21240
Serbia,SRB,2021,9680.52798074468,8890,9.23441029,6834326,341
Seychelles,SYC,2021,14982.9111487767,14950,5.2088151,99258,26
Sierra Leone,SLE,2021,885.396401885395,890,5.07244635,8094602,25305
Singapore,SGP,2021,80056.1288247844,65010,5.14599705,5453566,113
Sint Maarten (Dutch part),SXM,2021,32548.4366854902,31430,,41571,
Slovak Republic,SVK,2021,22123.3342114545,21010,7.62857914,5447247,340
Slovenia,SVN,2021,29192.8401933019,28320,9.52724361,2108079,45
Small states,SST,2021,12428.6087674544,11704.4736789018,7.38388524979858,19646549,9044
Solomon Islands,SLB,2021,2043.44413170658,2120,4.94795895,762591,457
"Somalia, Fed. Rep.",SOM,2021,549.056994756254,540,2.73509169,17271431,80596
South Africa,ZAF,2021,6828.75624590017,6320,8.6645031,61502603,39970
South Asia,SAS,2021,2273.72055798689,2222.5019283554,3.30046062379793,1634785356,853525
South Asia (IDA & IBRD),TSA,2021,2273.72055798689,2222.5019283554,3.30046062379793,1634785356,853525
Spain,ESP,2021,30799.4775937775,30380,10.34419918,47443821,1097
Sri Lanka,LKA,2021,3996.96240014909,4010,5.19427729,22156000,2188
St. Kitts and Nevis,KNA,2021,18361.1449697886,19070,6.16912127,46763,10
St. Lucia,LCA,2021,10459.1321248092,9860,6.26193285,178522,37
St. Martin (French part),MAF,2021,21668.3776525323,,,29961,
St. Vincent and the Grenadines,VCT,2021,8641.27904024443,8720,5.26607132,102841,17
Sub-Saharan Africa,SSF,2021,1785.46664916614,1721.62514917612,5.07287182325784,1199011925,3051693
Sub-Saharan Africa (IDA & IBRD countries),TSS,2021,1785.46664916614,1721.62514917612,5.07287182325784,1199011925,3051693
Sub-Saharan Africa (excluding high income),SSA,2021,1885.48155965903,1815.33773974627,5.17335513399429,1076774079,2776130
Sudan,SDN,2021,712.122009277344,620,2.9669323,48066924,83982
Suriname,SUR,2021,5029.84838543953,4490,5.01704168,617896,188
Sweden,SWE,2021,60647.5416365347,59840,11.23013592,10415811,287
Switzerland,CHE,2021,93664.7736696111,89120,11.95855618,8704546,346
Syrian Arab Republic,SYR,2021,663.614245706815,700,3.50403309,21628839,9034
Tajikistan,TJK,2021,896.748053372182,1130,8.37504482,9966908,8192
Tanzania,TZA,2021,1159.85656738281,1130,3.46963334,62830412,92073
Thailand,THA,2021,7057.20754802279,7090,5.15399981,71727332,6142
Timor-Leste,TLS,2021,2684.92676774277,2050,4.9192977,1350139,1603
Togo,TGO,2021,962.075187515872,930,5.6165967,8878379,17265
Tonga,TON,2021,4922.80171378368,5240,7.06254101,105490,26
Trinidad and Tobago,TTO,2021,17712.5674104655,16310,7.20521307,1367558,347
Tunisia,TUN,2021,3906.93926319391,3640,7.34183979,12048622,2732
Turkiye,TUR,2021,9981.76398411336,10240,4.56065559,84147318,12610
Turkmenistan,TKM,2021,5723.30227157906,6260,5.49196625,7092043,7005
Turks and Caicos Islands,TCA,2021,27329.2885087196,27480,,45243,3
Tuvalu,TUV,2021,5905.08198095343,7510,18.57411194,10194,5
Uganda,UGA,2021,882.791717542504,860,5.47374916,45910930,81271
Ukraine,UKR,2021,4775.94580078125,4060,8.2027483,44298640,2661
United Arab Emirates,ARE,2021,44118.5047192771,43230,5.30494308,9575152,534
United Kingdom,GBR,2021,47691.3768799404,45870,12.08347321,66984000,3090
United States,USA,2021,70205.050916026,71730,17.35207748,332099760,23804
Uruguay,URY,2021,17881.818721099,16220,8.91955471,3396695,260
Uzbekistan,UZB,2021,2258.51964119278,2250,6.92742586,34243696,12800
Vanuatu,VUT,2021,3107.20312858002,3500,4.58828115,305868,161
"Venezuela, RB",VEN,2021,2004.93397949792,1790,4.1022191,28237826,10736
Viet Nam,VNM,2021,3704.1935590038,3540,4.53792429,98935098,28244
Virgin Islands (U.S.),VIR,2021,42571.0777368471,,,105870,
West Bank and Gaza,PSE,2021,3678.63565662194,4270,10.4347353,4922749,2143
World,WLD,2021,12390.6686716727,12194.1366522851,10.2589567439461,7920514854,5229575
Zambia,ZMB,2021,1127.16077872857,1040,6.63951397,19603607,32759
Zimbabwe,ZWE,2021,2613.60542083552,2320,2.67111874,15797210,29951
Afghanistan,AFG,2022,357.261152798144,370,23.0881691,40578842,81822
Africa Eastern and Southern,AFE,2022,1679.32762166466,1569.17333170156,5.55902129039591,731821393,1498719
Africa Western and Central,AFW,2022,2138.47315259913,2153.64913579255,4.17449597524121,497387180,1639274
Albania,ALB,2022,7756.96188744253,7720,7.53646231,2451636,280
Algeria,DZA,2022,4960.30334332888,4430,3.63464284,45477389,21123
American Samoa,ASM,2022,18017.4589383973,,,48342,
Andorra,AND,2022,42414.0479861228,47600,7.52135801,79705,1
Angola,AGO,2022,3682.1131513698,2340,2.60041046,35635029,68348
Antigua and Barbuda,ATG,2022,20105.1989085164,18820,4.43146801,92840,11
Arab World,ARB,2022,7950.35581975672,7279.3204310714,4.66525326389618,471352066,392590
Argentina,ARG,2022,13962.1894087223,11890,10.15950489,45407904,5215
Armenia,ARM,2022,6571.97445545099,5690,9.96211243,2969200,369
Aruba,ABW,2022,30975.9989121779,30160,,107310,
Australia,AUS,2022,65169.5191118657,60790,9.89226055,26018721,1128
Austria,AUT,2022,52336.7725223758,56310,11.22519779,9041851,280
Azerbaijan,AZE,2022,7770.594223351,5670,3.41549611,10141756,2697
"Bahamas, The",BHS,2022,34957.1613279737,33790,7.04287481,397538,56
Bahrain,BHR,2022,30470.5219276023,28300,3.89098358,1524693,167
Bangladesh,BGD,2022,2716.48592780431,2850,2.21544909,169384897,104772
Barbados,BRB,2022,24387.0387293761,24300,5.8744669,282318,33
Belarus,BLR,2022,7994.64806074889,7210,6.57784128,9228071,205
Belgium,BEL,2022,50605.7496677086,54330,10.73976326,11680210,438
Belize,BLZ,2022,7068.21728043145,6710,4.21643019,402733,88
Benin,BEN,2022,1266.42711031904,1360,2.98184395,13759501,36831
Bermuda,BMU,2022,121613.939983629,132200,,64749,
Bhutan,BTN,2022,3711.32767981591,3600,3.91757464,780914,189
Bolivia,BOL,2022,4219.46113742445,4190,7.15933084,12077154,4481
Bosnia and Herzegovina,BIH,2022,7655.59421024383,7710,8.71644783,3204802,160
Botswana,BWA,2022,8328.7090572666,8250,5.73650789,2439892,2173
Brazil,BRA,2022,9281.33282136864,8440,9.38739491,210306415,38963
Brunei Darussalam,BRN,2022,36632.9280952155,30970,1.77042186,455370,64
Bulgaria,BGR,2022,13999.1949530956,13100,7.63849449,6465097,375
Burkina Faso,BFA,2022,827.330843486661,840,7.41435528,22509038,57020
Burundi,BDI,2022,302.992505263552,290,8.6687746,13321097,22689
Cabo Verde,CPV,2022,4323.31362032709,4550,6.70243406,519741,79
Cambodia,KHM,2022,2325.03050040841,2270,4.46856117,17201724,7348
Cameroon,CMR,2022,1604.87726954895,1660,4.49439144,27632771,64432
Canada,CAN,2022,56256.8007264015,53850,11.08119678,38935934,1923
Caribbean small states,CSS,2022,17456.3084845676,14596.4032916497,5.57263990731395,4497310,1273
Cayman Islands,CYM,2022,93030.7051447803,74060,,71591,
Central African Republic,CAF,2022,467.359825026238,520,9.94993496,5098039,105462
Central Europe and the Baltics,CEB,2022,19530.1553232172,19542.0440967762,7.01518291832565,100071871,4378
Chad,TCD,2022,966.036468278568,950,4.15823555,18455316,78801
Channel Islands,CHI,2022,67627.1417347907,,,167215,
Chile,CHL,2022,15405.6165774073,15440,10.0053072,19553036,1268
China,CHN,2022,12970.6056414327,13170,5.88078785,1412175000,72529
Colombia,COL,2022,6680.44506854481,6560,7.59037256,51737944,8734
Comoros,COM,2022,1465.479642862,1590,8.47119522,834188,994
"Congo, Dem. Rep.",COD,2022,687.738587554685,610,3.9417696,102396968,378230
"Congo, Rep.",COG,2022,2620.83804267402,2170,2.30011368,6035104,7624
Costa Rica,CRI,2022,13625.9008491328,13210,7.18368196,5081765,533
Cote d'Ivoire,CIV,2022,2333.37128301259,2440,3.63847613,30395002,66846
Croatia,HRV,2022,18465.5414420364,19370,7.29636335,3855641,158
Curacao,CUW,2022,20057.1404747175,20480,,153321,
Cyprus,CYP,2022,33231.04296875,31810,8.27201366,1331370,60
Czechia,CZE,2022,28282.2236715857,27210,8.47063065,10672118,287
Denmark,DNK,2022,67781.0940939514,72040,9.47411346,5903037,229
Djibouti,DJI,2022,3133.25779772463,3310,2.52554536,1137096,1237
Dominica,DMA,2022,9323.66089490562,9740,5.97262001,66826,26
Dominican Republic,DOM,2022,10104.2449349081,9150,4.64506817,11230734,6633
Early-demographic dividend,EAR,2022,4043.82776331568,3940.96218488892,4.78052753881682,3470644834,2119755
East Asia & Pacific,EAS,2022,13139.2109813612,13729.5796461197,6.99693851217457,2379617118,319800
East Asia & Pacific (IDA & IBRD countries),TEA,2022,10220.4774431567,10351.2316536137,5.58501289794467,2107261123,309342
East Asia & Pacific (excluding high income),EAP,2022,10106.9935977814,10236.2417528447,5.58481742555189,2133560408,315481
Ecuador,ECU,2022,6515.58528418336,6550,7.60183907,17823897,3688
"Egypt, Arab Rep.",EGY,2022,4233.30783744856,4040,4.72362804,112618250,55344
El Salvador,SLV,2022,5074.60210221806,4710,9.82036304,6280319,1090
Equatorial Guinea,GNQ,2022,7589.29964909381,4570,2.83726358,1803545,3889
Estonia,EST,2022,28340.3826549406,27580,6.93641424,1348840,28
Eswatini,SWZ,2022,3894.1620089869,3650,7.2449131,1218917,1411
Ethiopia,ETH,2022,982.103161506992,960,2.85298109,125384287,270294
Euro area,EMU,2022,41608.7123275598,44622.0036307734,10.6774653719297,348200155,11169
Europe & Central Asia,ECS,2022,27913.5882331645,28745.4204171862,9.70846585738606,924234471,80445
Europe & Central Asia (IDA & IBRD countries),TEC,2022,11421.1364427001,10378.3617597058,6.04343709276726,460942269,64697
Europe & Central Asia (excluding high income),ECA,2022,7266.02243154199,6931.46038491078,4.60629102712309,250514347,53886
European Union,EUU,2022,38066.8844892624,40626.4488719461,10.3012738340465,447202673,15353
Faroe Islands,FRO,2022,67058.2022648126,72960,,53912,
Fiji,FJI,2022,5414.12092119088,5250,4.01752949,919422,492
Finland,FIN,2022,50440.560224974,54120,9.74152565,5556106,111
Fragile and conflict affected situations,FCS,2022,1850.91743054769,1750.12721007501,4.40080691492368,1036390026,2620831
France,FRA,2022,40988.6396406579,46010,11.82888794,68184457,2992
French Polynesia,PYF,2022,20053.9569369322,24150,,280378,
Gabon,GAB,2022,8409.2074145028,7430,2.89087176,2430747,2369
"Gambia, The",GMB,2022,836.244875868476,830,3.53697729,2636470,3618
Georgia,GEO,2022,6729.84659930283,5690,8.29634285,3712502,423
Germany,DEU,2022,50506.5179638543,55200,12.44708347,83177813,2828
Ghana,GHA,2022,2229.89122647803,2400,3.67459154,33149152,33788
Greece,GRC,2022,20886.5243087629,21980,8.44938278,10436882,319
Greenland,GRL,2022,55635.0006491223,,,56661,
Grenada,GRD,2022,10469.3867012856,9980,4.99701262,116913,26
Guam,GUM,2022,41833.1517132825,,,165180,
Guatemala,GTM,2022,5358.70156997677,5220,7.1678791,17847877,8287
Guinea,GIN,2022,1416.59612011764,1280,3.83292699,14055137,46145
Guinea-Bissau,GNB,2022,883.199131457831,960,8.33752728,2105529,4543
Guyana,GUY,2022,17913.4928066879,9780,2.52456355,821637,458
Haiti,HTI,2022,1760.62635668777,1620,3.20755076,11503606,14585
Heavily indebted poor countries (HIPC),HPC,2022,1121.48387311982,1075.02576903525,4.66417434703739,893906294,2142835
High income,,2022,10324.5193124329,10194.5270045509,5.98352465416342,2803106334,426103
Honduras,HND,2022,3003.28996826399,2700,8.15452766,10463872,3697
"Hong Kong SAR, China",HKG,2022,48825.8441873536,54000,,7346100,
Hungary,HUN,2022,18428.028825614,19200,6.6474123,9605074,357
IBRD only,IBD,2022,7699.23258826186,7547.35666680361,5.81877447848973,4928196300,1363872
IDA & IBRD total,IBT,2022,6036.81374407089,5924.36790027445,5.68031889716478,6794724390,5161292
IDA blend,IDB,2022,2234.83616206483,2231.18429576123,3.96152189838367,651895919,1515684
IDA only,IDX,2022,1332.31730178708,1321.46337680227,3.95115929883162,1214632171,2281736
IDA total,IDA,2022,1647.52732460307,1639.18876099313,3.9561353900135,1866528090,3797420
Iceland,ISL,2022,76350.4550416502,73690,9.08145332,382003,13
India,IND,2022,2347.44829434623,2390,3.39623499,1425423212,687978
Indonesia,IDN,2022,4730.83484836107,4520,2.69389749,278830529,86540
"Iran, Islamic Rep.",IRN,2022,4721.20437099984,4390,5.62794113,89524246,14660
Iraq,IRQ,2022,6520.73154560584,5510,4.33226347,44070551,26453
Ireland,IRL,2022,105190.685952731,75970,6.02078247,5212836,210
Isle of Man,IMN,2022,88328.548125887,78440,,84132,
Israel,ISR,2022,54949.621556429,55450,7.12004995,9557500,602
Italy,ITA,2022,35653.9042103495,39060,8.85022926,59013667,1143
Jamaica,JAM,2022,6626.47502388538,6340,8.65338707,2839144,621
Japan,JPN,2022,34065.6438962526,42640,12.32275677,125124989,1945
Jordan,JOR,2022,4332.25159897931,4380,7.73623276,11256263,3227
Kazakhstan,KAZ,2022,11255.3396437881,9420,3.74577999,20034609,4267
Kenya,KEN,2022,2109.56288513137,2170,4.32241869,54252461,59428
Kiribati,KIR,2022,2069.7671726925,3610,10.52553844,130469,192
"Korea, Rep.",KOR,2022,34822.4048404971,38590,8.8595314,51672569,770
Kosovo,XKX,2022,5290.95006509706,5600,,1768096,204
Kuwait,KWT,2022,39981.7691035833,39120,4.20024538,4589643,403
Kyrgyz Republic,KGZ,2022,1739.72018344174,1540,5.04874945,6975220,2634
Lao PDR,LAO,2022,2046.40440255621,2300,2.01825476,7559007,5209
Late-demographic dividend,LTE,2022,12286.0846812169,12000.575555271,6.16543057047232,2323799591,209294
Latin America & Caribbean,LCN,2022,9408.84820249156,8596.84876975449,7.95442538225403,653108120,152035
Latin America & Caribbean (excluding high income),LAC,2022,9111.34927084769,8351.00693010608,7.9047507538526,585648822,137536
Latin America & the Caribbean (IDA & IBRD countries),TLA,2022,9174.55690452428,8463.40688538706,7.9565900946958,637837815,151194
Latvia,LVA,2022,20221.103686109,20630,8.1044302,1879383,52
Least developed countries: UN classification,LDC,2022,1299.36172423082,1249.57994147398,3.66633157726896,1134585604,2288581
Lebanon,LBN,2022,3654.35845534878,4130,4.91255951,5744489,1557
Lesotho,LSO,2022,1030.12582947757,1270,12.89569187,2286110,3447
Liberia,LBR,2022,744.617175237387,680,13.58819675,5373294,14448
Libya,LBY,2022,5986.63694851258,6010,4.74433613,7223805,1346
Liechtenstein,LIE,2022,188055.003235348,,5.64409113,39493,
Lithuania,LTU,2022,25085.784063499,23760,7.24367952,2831639,81
Low & middle income,LMY,2022,5741.78381882953,5691.38974923044,5.54463683640816,6437946207,4874711
Luxembourg,LUX,2022,123719.658915996,84190,5.60926914,653103,15
"Macao SAR, China",MAC,2022,36806.891255461,45390,,677300,
Madagascar,MDG,2022,503.51453347296,500,3.14948058,30437261,62290
Malawi,MWI,2022,604.269740360317,610,6.62527609,20568728,32038
Malaysia,MYS,2022,11754.5678336248,11620,3.90037823,34695493,3569
Maldives,MDV,2022,11786.0191492983,10570,7.4997015,524106,36
Mali,MLI,2022,976.914116406452,1000,3.72170115,23072640,71622
Malta,MLT,2022,35638.8869457406,34840,9.09105396,531113,24
Marshall Islands,MHL,2022,6455.66062185762,7580,13.60796833,40077,27
Mauritania,MRT,2022,1960.35240077424,2010,4.66962671,4875637,6566
Mauritius,MUS,2022,10246.5017455553,11830,5.84209728,1262523,195
Mexico,MEX,2022,11405.7940473759,10730,5.70919704,128613117,28655
"Micronesia, Fed. Sts.",FSM,2022,3710.12451611752,4050,12.62718964,112114,60
"Middle East, North Africa, Afghanistan & Pakistan",MEA,2022,6430.53553485753,6007.61460478878,4.9539019088825,782349366,695291
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,2022,3010.19656726913,2842.09621873145,4.71450965789969,711465045,687260
