country,country_code,year,gdp_per_capita,gni_per_capita,health_expenditure,population,mortality_rate
Qatar,QAT,2019,66841.3623185691,65700,3.18468714,2638657,180
Romania,ROU,2019,12909.6104013244,12660,5.69924641,19371648,1383
Russian Federation,RUS,2019,11447.701171875,11190,5.64849091,145453291,9615
Rwanda,RWA,2019,810.051412137354,820,4.91471481,12776103,16483
Samoa,WSM,2019,4351.94234943706,4270,5.64761591,209780,118
San Marino,SMR,2019,46630.1443120725,43770,8.14801598,34663,0
Sao Tome and Principe,STP,2019,1935.2931816596,1810,5.48078823,213392,108
Saudi Arabia,SAU,2019,29566.7933827436,29140,5.46743011,30063799,4192
Senegal,SEN,2019,1431.18128932159,1430,4.49531031,16352922,23023
Serbia,SRB,2019,7755.632986437,7380,8.28762531,6945235,368
Seychelles,SYC,2019,19141.5118743615,18700,4.25269794,97625,27
Sierra Leone,SLE,2019,843.712517809977,850,5.7052846,7731991,26833
Singapore,SGP,2019,65952.0378959293,58430,4.40746737,5703569,117
Sint Maarten (Dutch part),SXM,2019,34861.469528968,34060,,40385,
Slovak Republic,SVK,2019,19406.0589683582,19230,6.91102982,5454147,339
Slovenia,SVN,2019,25814.1687167572,25900,8.56564522,2088385,47
Small states,SST,2019,11990.4670996465,11957.0818805841,6.48855042141472,19293697,9671
Solomon Islands,SLB,2019,2223.65890942466,2210,4.43728065,728147,476
"Somalia, Fed. Rep.",SOM,2019,539.954816211694,520,2.40617251,16030971,81399
South Africa,ZAF,2019,6533.71121032856,6570,8.24652863,59587885,40007
South Asia,SAS,2019,2067.05975687637,2105.40954764716,2.9092236338965,1605412986,974647
South Asia (IDA & IBRD),TSA,2019,2067.05975687637,2105.40954764716,2.9092236338965,1605412986,974647
Spain,ESP,2019,29786.5245689007,30560,9.21539497,47118501,1177
Sri Lanka,LKA,2019,4081.94772722003,4220,3.70119572,21803000,2435
St. Kitts and Nevis,KNA,2019,23595.4923231291,23670,5.19201469,46952,11
St. Lucia,LCA,2019,11794.0597229805,11100,4.290905,177661,38
St. Martin (French part),MAF,2019,19033.0649634889,,,34267,
St. Vincent and the Grenadines,VCT,2019,8740.59425232061,8700,4.26063251,104167,20
Sub-Saharan Africa,SSF,2019,1795.5612786554,1616.74480693695,4.493857439856,1139315618,3010201
Sub-Saharan Africa (IDA & IBRD countries),TSS,2019,1795.5612786554,1616.74480693695,4.493857439856,1139315618,3010201
Sub-Saharan Africa (excluding high income),SSA,2019,1907.22499436387,1708.8440557845,4.55316332987647,1023480610,2809933
Sudan,SDN,2019,709.975280761719,720,4.59967566,45548175,86144
Suriname,SUR,2019,6629.66775248603,6000,8.38353634,605768,199
Sweden,SWE,2019,51648.9892820514,56100,10.93444347,10278887,302
Switzerland,CHE,2019,84121.9310304414,83160,11.42588997,8575280,348
Syrian Arab Republic,SYR,2019,1109.53926036049,970,3.96978569,20353534,9487
Tajikistan,TJK,2019,871.022372934846,1050,6.9476676,9529966,8340
Tanzania,TZA,2019,1063.32250976563,1050,4.02347755,59174891,96550
Thailand,THA,2019,7605.69657797759,7060,3.78911877,71522271,6946
Timor-Leste,TLS,2019,1562.36458068032,2180,4.99218798,1300945,1710
Togo,TGO,2019,826.255209019798,860,5.91268635,8463068,17984
Tonga,TON,2019,4788.83342304684,4980,5.74527884,105669,28
Trinidad and Tobago,TTO,2019,17212.6128892163,17240,6.90704823,1363985,378
Tunisia,TUN,2019,3528.87213306798,3590,6.02461243,11875081,3433
Turkiye,TUR,2019,9395.23378001368,9970,4.35954332,82579440,15043
Turkmenistan,TKM,2019,5998.0017434754,6230,5.5522337,6803944,7346
Turks and Caicos Islands,TCA,2019,31780.5217068989,31510,,43166,3
Tuvalu,TUV,2019,5115.13075950206,6880,22.22294044,10581,6
Uganda,UGA,2019,822.171150036357,810,3.79341364,42999637,80053
Ukraine,UKR,2019,3619.86157226563,3270,7.09389353,44957458,3065
United Arab Emirates,ARE,2019,45938.6073581994,46690,4.40291262,9445785,601
United Kingdom,GBR,2019,43158.7411267323,43640,9.97954082,66631000,3183
United States,USA,2019,64746.4506778863,65880,16.54486084,330226227,24746
Uruguay,URY,2019,18315.7316980028,18390,9.240695,3397206,294
Uzbekistan,UZB,2019,2041.38480729431,2150,4.83520985,32964701,12419
Vanuatu,VUT,2019,3207.44650452083,3740,3.49615431,291985,162
"Venezuela, RB",VEN,2019,2523.11275230667,2370,2.18563724,28938098,12100
Viet Nam,VNM,2019,3440.90025375434,3290,4.97407484,97173776,30694
Virgin Islands (U.S.),VIR,2019,38633.5298915336,,,106669,
West Bank and Gaza,PSE,2019,3656.85827137011,4200,9.18576908,4685306,2314
World,WLD,2019,11376.0818134476,11538.1013140821,9.67575984085573,7778008621,5434923
Zambia,ZMB,2019,1258.98619844462,1380,6.75330257,18513839,33794
Zimbabwe,ZWE,2019,2184.32923855469,2430,3.23268151,15271368,27534
Afghanistan,AFG,2020,510.787063366811,490,15.53361416,39068979,84999
Africa Eastern and Southern,AFE,2020,1351.59166910879,1393.45928875849,5.98459697196561,694446100,1387393
Africa Western and Central,AFW,2020,2030.86165860293,1869.72271335145,3.7884435601391,474569351,1579959
Albania,ALB,2020,6027.91350716348,5970,7.46513748,2528480,292
Algeria,DZA,2020,3743.5419522929,4020,5.63830757,44042091,22923
American Samoa,ASM,2020,14489.2586563775,,,49761,
Andorra,AND,2020,37361.1070081615,42450,8.78462029,77380,2
Angola,AGO,2020,1759.35619918264,2020,2.81688905,33451132,68590
Antigua and Barbuda,ATG,2020,15369.6082250401,15460,5.68408012,91846,11
Arab World,ARB,2020,5739.41283580539,6062.32931818815,5.71844456598162,453723239,378817
Argentina,ARG,2020,8535.59938004389,9040,10.67246342,45191965,6134
Armenia,ARM,2020,4268.68093304583,4230,12.24056244,2961500,412
Aruba,ABW,2020,22759.8071750722,22790,,108587,
Australia,AUS,2020,51983.4523666382,53770,10.70324135,25649248,1137
Austria,AUT,2020,48716.4098900349,49000,11.41292953,8916864,289
Azerbaijan,AZE,2020,4229.91064904503,4480,5.84817696,10093121,3293
"Bahamas, The",BHS,2020,26178.7537607708,25180,7.3983264,395863,59
Bahrain,BHR,2020,24342.8444554718,23870,4.55685711,1472204,157
Bangladesh,BGD,2020,2248.85078828233,2320,2.18254924,166298024,104275
Barbados,BRB,2020,19194.4919736739,18740,6.7272892,281698,36
Belarus,BLR,2020,6542.85579976768,6410,6.40607214,9379952,261
Belgium,BEL,2020,45906.2875805246,46330,11.46253014,11538604,452
Belize,BLZ,2020,5238.54078175696,5170,5.33901167,390812,97
Benin,BEN,2020,1200.19426557789,1190,3.0512166,13070169,38428
Bermuda,BMU,2020,106976.546239632,110960,,64382,
Bhutan,BTN,2020,3191.66906999331,3040,4.08451509,770006,210
Bolivia,BOL,2020,3580.96761778303,3620,8.0225811,11816299,5011
Bosnia and Herzegovina,BIH,2020,6130.31187968266,6160,9.70311832,3299349,186
Botswana,BWA,2020,6323.2974967659,6600,6.1213398,2365894,2325
Brazil,BRA,2020,7074.19407495707,8080,9.62326527,208660842,41230
Brunei Darussalam,BRN,2020,26834.3592233943,30810,2.45359564,447404,67
Bulgaria,BGR,2020,10760.211975413,10090,8.44060898,6550696,394
Burkina Faso,BFA,2020,825.237038782475,770,6.89469957,21478690,61256
Burundi,BDI,2020,255.8324539389,250,10.70776176,12617036,24272
Cabo Verde,CPV,2020,3539.22661248299,3510,7.03399324,514679,95
Cambodia,KHM,2020,2081.73914242939,2050,5.13031435,16725474,8185
Cameroon,CMR,2020,1555.60370660749,1540,4.25051928,26210558,67627
Canada,CAN,2020,43537.839298904,43900,13.01732922,38028638,1914
Caribbean small states,CSS,2020,11957.223222537,11995.7818736733,6.8196371234781,4459302,1379
Cayman Islands,CYM,2020,82338.7977439023,62420,,68684,
Central African Republic,CAF,2020,462.879071294011,490,8.98488045,5026628,26141
Central Europe and the Baltics,CEB,2020,16581.3526115028,16121.721072374,7.1921751142776,101215763,4756
Chad,TCD,2020,866.947814890409,890,4.35215092,17224679,79828
Channel Islands,CHI,2020,56785.9402005039,,,166235,
Chile,CHL,2020,13114.815470545,12960,9.69734573,19370624,1390
China,CHN,2020,10627.4637989619,10740,5.50441837,1411100000,106403
Colombia,COL,2020,5339.68711357943,5850,8.69751263,50629997,9296
Comoros,COM,2020,1519.34665556206,1520,5.902421,802163,1042
"Congo, Dem. Rep.",COD,2020,486.425572682256,480,3.97694445,95989998,359647
"Congo, Rep.",COG,2020,1993.586671931,2230,4.01775074,5752791,8007
Costa Rica,CRI,2020,12394.0493969492,11700,7.82545757,5034320,570
Cote d'Ivoire,CIV,2020,2179.72934832935,2120,3.62327886,28915449,70405
Croatia,HRV,2020,14807.5608543265,15130,7.68352938,3914206,159
Cuba,CUB,2020,9605.27914559614,,12.48641968,11176354,771
Curacao,CUW,2020,16299.8134349902,16190,,155482,
Cyprus,CYP,2020,28130.341796875,26780,8.64796448,1302247,47
Czechia,CZE,2020,23472.8915454417,22190,8.96995831,10697858,324
Denmark,DNK,2020,60985.4885601514,62710,10.69237614,5831404,228
Djibouti,DJI,2020,2844.88810647853,2780,2.33861232,1105188,1318
Dominica,DMA,2020,7827.74842680426,8230,6.06806135,67573,26
Dominican Republic,DOM,2020,7135.22273255899,7080,4.96490288,11008300,7076
Early-demographic dividend,EAR,2020,3187.03781234801,3253.27590097422,5.0357255441993,3396051187,2205622
East Asia & Pacific,EAS,2020,11639.4853357389,11799.1658797303,6.9452785628105,2369420882,377536
East Asia & Pacific (IDA & IBRD countries),TEA,2020,8485.32855185979,8555.34095839363,5.27705777904076,2095759417,366836
East Asia & Pacific (excluding high income),EAP,2020,8391.27634645494,8460.4731989943,5.27689545937469,2121866294,372904
Ecuador,ECU,2020,5463.64515348598,5410,8.60608387,17546065,3944
"Egypt, Arab Rep.",EGY,2020,3511.11381026379,2960,4.15384626,109315124,58851
El Salvador,SLV,2020,3997.19279583709,3800,8.95105076,6234673,1203
Equatorial Guinea,GNQ,2020,5764.05502912947,4790,3.70560718,1716468,4085
Estonia,EST,2020,23933.9939421065,23580,7.47179365,1329522,33
Eswatini,SWZ,2020,3466.56936278145,3430,7.0983777,1192729,1527
Ethiopia,ETH,2020,829.790982547947,820,3.48096275,118917671,197679
Euro area,EMU,2020,38236.5543048506,38242.7568424279,11.1527851561118,346986142,11472
Europe & Central Asia,ECS,2020,24167.3551199699,24201.0002287553,10.4784745381431,923664467,86469
Europe & Central Asia (IDA & IBRD countries),TEC,2020,8478.35038656806,8665.82552839754,6.74637614445174,462842288,70372
Europe & Central Asia (excluding high income),ECA,2020,5776.19343817718,5906.65951108059,5.50986797495326,250351240,58160
European Union,EUU,2020,34694.7035869195,34671.9021909921,10.7994110687063,446870959,16008
Faroe Islands,FRO,2020,62243.1905561324,64200,,52565,
Fiji,FJI,2020,4620.6457238014,4560,5.28987408,914963,478
Finland,FIN,2020,48828.6846862799,49630,9.69977188,5529543,111
Fragile and conflict affected situations,FCS,2020,1618.4798041022,1562.48574856418,4.71842199992444,994901090,2444126
France,FRA,2020,39169.8606000707,39690,12.12949371,67601110,3010
French Polynesia,PYF,2020,19966.4838503859,22170,,279209,
Gabon,GAB,2020,6605.80346077565,6820,3.4401269,2322539,2490
"Gambia, The",GMB,2020,720.335143352133,720,4.01436949,2515733,3809
Georgia,GEO,2020,4300.85701291207,4330,9.22991848,3722716,481
Germany,DEU,2020,47394.8734504469,48540,12.46780777,83160871,2884
Ghana,GHA,2020,2195.45481659987,2250,4.4331708,31887809,36664
Greece,GRC,2020,17886.733165236,18030,9.38074493,10698599,346
Greenland,GRL,2020,54812.6661771023,,,56367,
Grenada,GRD,2020,8968.55890108484,8390,5.30602551,116341,27
Guam,GUM,2020,36482.9363953675,,,162158,
Guatemala,GTM,2020,4477.61785000665,4360,6.4591527,17357325,9191
Guinea,GIN,2020,1053.66097696415,1030,3.90094519,13371183,47564
Guinea-Bissau,GNB,2020,846.915855715971,860,8.98898792,2013255,4781
Guyana,GUY,2020,6775.70939096303,8090,5.37510586,807481,496
Haiti,HTI,2020,1290.32538667383,1340,3.78651953,11243848,15680
Heavily indebted poor countries (HIPC),HPC,2020,962.590226473892,956.205718805128,5.00602726672289,847743308,1984031
High income,,2020,8346.18727671435,8548.19344747533,5.88471459119753,2784871872,487597
Honduras,HND,2020,2307.61494319511,2120,9.21912384,10119640,3910
"Hong Kong SAR, China",HKG,2020,46109.2299946609,48550,,7481000,
Hungary,HUN,2020,16386.9308821258,16330,7.230515,9670419,373
IBRD only,IBD,2020,6191.51088391849,6306.92145393251,5.76881057379811,4878296727,1539630
IDA & IBRD total,IBT,2020,4923.57218418891,5000.49359314366,5.61796662146706,6666470352,5197776
IDA blend,IDB,2020,2008.89632662853,1922.57602470729,3.57310965453144,626440308,1536693
IDA only,IDX,2020,1170.98051516892,1174.30468839864,4.12150979846218,1161733317,2121453
IDA total,IDA,2020,1464.52261402905,1436.44216757367,3.85436805252945,1788173625,3658146
Iceland,ISL,2020,60127.9393575616,65670,9.64908886,366463,12
India,IND,2020,1907.04251637669,1900,3.34146094,1402617695,785261
Indonesia,IDN,2020,3853.70288774146,3850,3.42067289,274814866,95705
"Iran, Islamic Rep.",IRN,2020,3202.50003502169,3980,4.96098137,87723443,16618
Iraq,IRQ,2020,4295.18945121228,4720,5.72766161,42116605,27915
Ireland,IRL,2020,86514.0706108754,64420,6.97323275,5039747,203
Isle of Man,IMN,2020,79513.5330346598,79280,,84064,
Israel,ISR,2020,44575.5719045492,43370,7.74801874,9215100,609
Italy,ITA,2020,32091.4866621366,32600,9.5643034,59438851,1247
Jamaica,JAM,2020,5299.04530804283,5360,7.47555304,2830739,641
Japan,JPN,2020,40028.7341726762,40930,11.44974613,126261000,2104
Jordan,JOR,2020,4022.0401356135,4070,7.54554749,10865228,3426
Kazakhstan,KAZ,2020,8781.50797787648,8380,3.83133817,19482117,4264
Kenya,KEN,2020,1927.66459027849,1910,4.49248886,52217334,60654
Kiribati,KIR,2020,1751.78249168214,3070,13.65645027,126099,199
"Korea, Rep.",KOR,2020,33645.7719545073,35000,8.02722836,51836239,902
Kosovo,XKX,2020,4310.88963754863,4440,,1790151,231
Kuwait,KWT,2020,25236.0755848941,33150,6.11295223,4400267,470
Kyrgyz Republic,KGZ,2020,1229.51766602907,1210,4.93558979,6726596,2934
Lao PDR,LAO,2020,2583.77730696131,2470,2.05965185,7346533,5781
Late-demographic dividend,LTE,2020,9873.93519864422,10033.5011275005,6.06181200916494,2316152451,255023
Latin America & Caribbean,LCN,2020,7168.64740599577,7487.16168381769,8.363197723147,645498186,163283
Latin America & Caribbean (excluding high income),LAC,2020,6904.27677369596,7324.28303390113,8.31105764066863,578091505,147664
Latin America & the Caribbean (IDA & IBRD countries),TLA,2020,6964.3711102796,7377.66512258763,8.26460020065258,630051021,162446
Latvia,LVA,2020,17564.2321549354,17350,7.50587368,1900449,67
Least developed countries: UN classification,LDC,2020,1088.72161311357,1093.9513087048,3.80641352643676,1083636132,2125168
Lebanon,LBN,2020,5561.19166950397,6350,7.48221779,5702398,1522
Lesotho,LSO,2020,918.582574704447,1170,10.40836906,2235727,3805
Liberia,LBR,2020,616.787867006715,570,12.90504265,5149463,14322
Libya,LBY,2020,6650.33810585348,7000,7.10674047,7045399,1497
Liechtenstein,LIE,2020,164671.093553454,,6.05532694,38901,
Lithuania,LTU,2020,20428.6478157394,19800,7.41619062,2810369,100
Low & middle income,LMY,2020,4732.82727829687,4804.72588471122,5.44501109526693,6313913801,4981369
Luxembourg,LUX,2020,116860.02817236,80090,5.7671175,630419,15
"Macao SAR, China",MAC,2020,36883.6652578543,43910,,685400,
Madagascar,MDG,2020,450.771615201509,450,3.72316122,28953556,60822
Malawi,MWI,2020,602.507478176106,560,7.03859568,19533888,31391
Malaysia,MYS,2020,9957.52626697613,10110,4.08254337,33889558,3842
Maldives,MDV,2020,7393.8886543933,7050,11.43943214,502118,42
Mali,MLI,2020,953.242943290974,930,3.50623369,21713836,75545
Malta,MLT,2020,31823.4363934505,26910,9.85403538,515490,26
Marshall Islands,MHL,2020,5661.96787336674,6610,12.12413406,42706,31
Mauritania,MRT,2020,1795.76459566714,1720,3.00147843,4600131,6756
Mauritius,MUS,2020,9135.84773751062,10760,6.09606028,1266014,208
Mexico,MEX,2020,8841.27075039868,8920,6.05248594,126799054,30784
"Micronesia, Fed. Sts.",FSM,2020,3362.02802120524,3990,11.98479271,110916,64
"Middle East, North Africa, Afghanistan & Pakistan",MEA,2020,4742.76402632259,5035.11937261864,5.76786093502018,756405281,730312
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,2020,2402.73480964452,2499.59951706581,4.96553146598072,687728758,721369
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,2020,2408.49731335268,2507.91151610037,5.01558918301944,692532027,723593
Middle income,MIC,2020,5134.62007912707,5213.56201046739,5.44225030325385,5753270728,3549190
Moldova,MDA,2020,4375.7788930524,4360,7.00484037,2635130,605
Monaco,MCO,2020,176891.886538492,,4.28652716,38050,1
Mongolia,MNG,2020,4001.25193077703,3690,4.6662488,3327204,1111
Montenegro,MNE,2020,7538.53635992191,7770,11.42177582,626590,21
Morocco,MAR,2020,3268.0302734375,3260,5.78939486,36584208,12021
Mozambique,MOZ,2020,462.433876479921,480,7.55190039,30783688,78119
Myanmar,MMR,2020,1490.21683599469,1320,4.27808714,53016522,39067
Namibia,NAM,2020,3878.58982993966,4240,9.56060219,2728762,3350
Nauru,NRU,2020,10709.068810538,17180,11.55650234,11643,4
Nepal,NPL,2020,1154.21517578318,1190,5.2080965,28966574,17306
Netherlands,NLD,2020,53467.9277413737,51490,10.94954681,17441500,686
New Caledonia,NCL,2020,33270.330597637,34890,,284176,
New Zealand,NZL,2020,41997.7830324279,41850,9.25240231,5072400,298
Nicaragua,NIC,2020,1938.44704754382,1810,8.55739307,6565267,1904
Niger,NER,2020,579.512495758236,560,6.17012262,23717613,117034
Nigeria,NGA,2020,2797.18458068686,2460,3.38063431,213996181,849380
North America,NAC,2020,61468.3372208474,62767.9227004865,18.1152010692052,369670740,26040
North Macedonia,MKD,2020,6659.59651070776,6460,7.73212385,1856124,124
Northern Mariana Islands,MNP,2020,18220.8382427201,,,47528,
Norway,NOR,2020,68340.0181033702,78610,11.42416382,5379475,129
OECD members,OED,2020,38597.246423496,39105.7814005568,13.793539557684,1369310195,104574
Oman,OMN,2020,16784.8630630058,17190,5.11922932,4522497,923
Other small states,OSS,2020,11770.4564127379,11924.597971825,7.77557632950816,12417333,6431
Pacific island small states,PSS,2020,3592.04110507296,3804.69427176154,6.22241446975888,2595522,1538
Pakistan,PAK,2020,1278.39735206896,1370,2.95273018,235001746,423370
Palau,PLW,2020,14708.2119536914,15360,13.31541061,17792,5
Panama,PAN,2020,13290.5608397749,13070,10.21630001,4293261,1143
Papua New Guinea,PNG,2020,2429.61134585269,2410,2.30193973,9815746,11301
Paraguay,PRY,2020,5365.47220721104,5550,7.67533064,6603739,2587
Peru,PER,2020,6133.32552410183,6080,6.34739399,32838579,7902
Philippines,PHL,2020,3227.57910235199,3350,5.16214037,112081264,56088
Poland,POL,2020,16150.9304813473,15640,6.42739105,37515748,1643
Portugal,PRT,2020,22299.4044062173,21910,10.52074051,10297081,285
Post-demographic dividend,PST,2020,44743.738932431,45399.8000983099,14.2778383582328,1117007476,50718
Pre-demographic dividend,PRE,2020,1496.33767488397,1440.99756461079,4.26281109555811,998624261,2748605
Puerto Rico (US),PRI,2020,31427.1130762831,21200,,3281590,
Qatar,QAT,2020,51683.5681078949,57730,3.81872201,2794148,176
Romania,ROU,2020,13009.1770573223,12720,6.20959711,19265250,1280
Russian Federation,RUS,2020,10108.3271484375,10660,8.04076004,145245148,8736
Rwanda,RWA,2020,778.701498925026,770,5.79862261,13065837,16158
Samoa,WSM,2020,4099.59660548583,4080,6.09105825,211944,98
San Marino,SMR,2020,44326.9556746411,40540,8.48147392,34770,0
Sao Tome and Principe,STP,2020,2167.22001796925,2030,7.32044411,217435,101
Saudi Arabia,SAU,2020,24338.8307301067,26940,6.64630127,31552510,3783
Senegal,SEN,2020,1461.08720350553,1440,5.15119171,16789219,22056
Serbia,SRB,2020,8098.70955668849,7790,8.30643559,6899126,354
Seychelles,SYC,2020,14041.4754074575,15400,5.83709192,98462,26
Sierra Leone,SLE,2020,845.277557920549,840,5.66489744,7912558,26058
Singapore,SGP,2020,61410.0792630788,55780,5.70015287,5685807,115
Sint Maarten (Dutch part),SXM,2020,30150.8998380477,29440,,41008,
Slovak Republic,SVK,2020,19735.4858280801,19420,7.06027794,5458827,338
Slovenia,SVN,2020,25392.0651093612,25380,9.48984432,2102419,45
Small states,SST,2020,10723.093901861,10857.5003168094,7.4621161463999,19472157,9348
Solomon Islands,SLB,2020,2063.32780991967,2170,4.89478445,744498,465
"Somalia, Fed. Rep.",SOM,2020,518.16113333875,500,2.47010517,16651191,81061
South Africa,ZAF,2020,5580.60383075189,5930,9.02174091,60562381,39661
South Asia,SAS,2020,1957.20343722686,1957.0045248745,3.25937586475956,1621073417,909401
South Asia (IDA & IBRD),TSA,2020,1957.20343722686,1957.0045248745,3.25937586475956,1621073417,909401
Spain,ESP,2020,27233.9426461608,27410,10.79479218,47359424,1129
Sri Lanka,LKA,2020,3847.60137695639,3880,4.27431631,21919000,2307
St. Kitts and Nevis,KNA,2020,18859.0190361046,19340,5.66130447,46870,11
St. Lucia,LCA,2020,8411.07474936367,8560,7.01033401,178250,38
St. Vincent and the Grenadines,VCT,2020,8351.20324040982,8360,4.87071276,103526,19
Sub-Saharan Africa,SSF,2020,1627.34569596297,1586.80149319281,4.86759889049985,1169015451,2967352
Sub-Saharan Africa (IDA & IBRD countries),TSS,2020,1627.34569596297,1586.80149319281,4.86759889049985,1169015451,2967352
Sub-Saharan Africa (excluding high income),SSA,2020,1716.50863861427,1671.92298752264,4.94308589748073,1049999318,2769647
Sudan,SDN,2020,577.795227050781,600,3.04323435,46789231,85268
Suriname,SUR,2020,4755.39221710693,4710,6.03425598,612317,193
Sweden,SWE,2020,52568.5726980146,54590,11.42458725,10353442,294
Switzerland,CHE,2020,85897.7843338323,81740,11.98960876,8638167,342
Syrian Arab Republic,SYR,2020,572.355289831901,790,3.67009115,21049429,9056
Tajikistan,TJK,2020,834.311715460625,1030,8.8903532,9749310,8295
Tanzania,TZA,2020,1117.41528320313,1060,3.05028677,60972798,94618
Thailand,THA,2020,6985.64393892574,6900,4.35724688,71641484,6512
Timor-Leste,TLS,2020,1630.86938521256,2040,7.26445007,1326053,1656
Togo,TGO,2020,863.468665870276,870,6.18928432,8669720,17628
Tonga,TON,2020,4792.35854741522,5210,5.55919838,105704,27
Trinidad and Tobago,TTO,2020,15283.6270531554,15040,7.47677326,1366725,366
Tunisia,TUN,2020,3548.65363663803,3270,7.05612612,11974057,3141
Turkiye,TUR,2020,8798.11791709313,9330,4.61640215,83384680,13754
Turkmenistan,TKM,2020,5972.72356566861,6300,5.57226086,6949912,7204
Turks and Caicos Islands,TCA,2020,20690.9160546118,20840,,44386,3
Tuvalu,TUV,2020,4976.11254109571,6880,17.88715363,10399,6
Uganda,UGA,2020,845.766463890124,820,5.23865509,44457152,80620
Ukraine,UKR,2020,3709.76928710938,3530,7.56217051,44680014,2884
United Arab Emirates,ARE,2020,37991.7492971665,41310,5.82477045,9401038,575
United Kingdom,GBR,2020,40812.6794663879,39340,12.10388088,66744000,3105
United States,USA,2020,63515.9491807833,64920,18.51597404,331577720,24126
Uruguay,URY,2020,15757.5355995779,16130,9.08774948,3398968,273
Uzbekistan,UZB,2020,1978.28051860763,2000,6.08597755,33586372,12565
Vanuatu,VUT,2020,3042.98711598286,3390,4.12128973,298858,161
"Venezuela, RB",VEN,2020,1506.0436210041,1670,4.11615133,28444077,11257
Viet Nam,VNM,2020,3534.03953482647,3400,4.33219814,98079191,29647
Virgin Islands (U.S.),VIR,2020,39787.3741650202,,,106290,
West Bank and Gaza,PSE,2020,3233.56863835858,3700,10.27610207,4803269,2224
World,WLD,2020,10937.6846205191,11100.7556875274,10.714958327572,7854748424,5260398
Zambia,ZMB,2020,951.644316655957,1120,6.3067441,19059395,33646
Zimbabwe,ZWE,2020,2059.67445384499,1980,2.95440102,15526888,29228
Afghanistan,AFG,2021,356.496214115892,380,21.50844383,40000412,83622
Africa Eastern and Southern,AFE,2021,1562.41617477738,1473.01020723136,5.94259456421002,713090928,1470713
Africa Western and Central,AFW,2021,2112.79407637079,2086.46853063233,4.13562161186507,485920997,1580980
Albania,ALB,2021,7242.45513146613,6940,7.35750389,2489762,287
Algeria,DZA,2021,4160.55926736925,4120,5.02188873,44761099,22027
American Samoa,ASM,2021,15236.1604875571,,,49225,
Andorra,AND,2021,42425.7066454357,44720,8.64671707,78364,1
Angola,AGO,2021,2303.90812662776,1990,2.73987103,34532429,68730
Antigua and Barbuda,ATG,2021,17348.6006987182,16660,4.81315422,92349,11
Arab World,ARB,2021,6697.41498492196,6472.7415672444,5.25928586762619,460646603,372183
Argentina,ARG,2021,10738.0179223384,10070,11.00910187,45312281,5548
Armenia,ARM,2021,4685.17997128509,4580,12.32268524,2962300,390
Aruba,ABW,2021,26749.3296093118,26550,,107700,
Australia,AUS,2021,60758.9044397144,57220,10.51612186,25685412,1127
Austria,AUT,2021,53648.6437976214,53440,12.185215,8955797,286
Azerbaijan,AZE,2021,5408.04535175023,4910,4.68526697,10137750,2969
"Bahamas, The",BHS,2021,30367.8605757708,29910,6.78537178,396373,58
Bahrain,BHR,2021,27147.8083882286,25240,4.32771444,1504365,159
Bangladesh,BGD,2021,2482.84917843357,2600,2.26678729,167658854,103947
Barbados,BRB,2021,21079.6145271791,19880,7.4427762,282147,34
Belarus,BLR,2021,7489.71894713888,7040,6.56549978,9302585,231
Belgium,BEL,2021,51658.238294958,51140,11.28825092,11586195,446
Belize,BLZ,2021,6142.98930557031,6120,5.04598379,395346,90
Benin,BEN,2021,1318.65158075198,1280,2.91589761,13413417,37648
Bermuda,BMU,2021,112765.08167306,120410,,64648,
Bhutan,BTN,2021,3570.61257980872,3300,4.78581429,775442,200
Bolivia,BOL,2021,4010.76053686204,3990,8.16016769,11937360,4725
Bosnia and Herzegovina,BIH,2021,7295.34378682258,6970,9.55514336,3244907,173
Botswana,BWA,2021,7807.88794570471,7530,6.30315065,2401441,2236
Brazil,BRA,2021,7972.53696080695,8060,9.63646507,209550294,39870
Brunei Darussalam,BRN,2021,31006.9636289785,29890,2.14748693,451721,66
Bulgaria,BGR,2021,12966.1457543396,11720,8.58048916,6507301,374
Burkina Faso,BFA,2021,895.535288442991,820,7.08691931,21995243,58818
Burundi,BDI,2021,264.980379269655,260,8.94190311,12965481,23448
Cabo Verde,CPV,2021,3971.44409203423,3870,6.60773611,516649,85
Cambodia,KHM,2021,2167.40324198499,2120,6.33888054,16974305,7753
Cameroon,CMR,2021,1672.32657340872,1610,4.34109783,26915758,66084
Canada,CAN,2021,52886.6616372703,49080,12.38106632,38239864,1921
Caribbean small states,CSS,2021,13995.2694921728,12957.4839445149,6.45294655154764,4479167,1319
Cayman Islands,CYM,2021,86449.6749037302,76260,,70108,
Central African Republic,CAF,2021,492.263142830507,510,9.15097523,5112100,39373
Central Europe and the Baltics,CEB,2021,19223.9274030651,18068.998840935,7.35977235601732,100205732,4555
Chad,TCD,2021,946.358500208374,890,3.9722333,17828273,79141
Channel Islands,CHI,2021,66915.3963925722,,,166741,
Chile,CHL,2021,16206.8325493421,14790,9.72450161,19456334,1277
China,CHN,2021,12887.4357242941,12220,5.25590324,1412360000,86818
Colombia,COL,2021,6222.62164397614,6310,9.14150524,51188173,9033
Comoros,COM,2021,1554.97289190153,1570,6.46315002,818174,1019
"Congo, Dem. Rep.",COD,2021,595.743074403567,530,3.86727977,99148932,370167
